CLV,Total_Bookings,Average_distance,Recency_Months,Booking_Trend,Accumulation_Trend,Redemption_Trend,Seasonality_Index,Actual_Churn,Churn_Probability,Risk_Level,Customer_Segment,Recommended_Action
6966.69,32,2291.5416666666665,0.0,0.42105263157894735,0.78,2.18,28.0,0,0.0010435783,Low Risk,Active Regular Customers,No immediate action
27789.69,28,1468.25,13.0,-0.6086956521739131,-1.0,-0.98,3.33,1,0.7787354,Medium Risk,Dormant Customers,Double miles campaign
2639.98,35,2241.5416666666665,0.0,-0.23404255319148937,-0.22,-0.95,26.92,0,0.001893853,Low Risk,Active Regular Customers,No immediate action
16464.37,7,668.625,1.0,1.1666666666666667,2674.5,0.0,12.25,0,0.009022662,Low Risk,Occasional Flyers,No immediate action
10852.96,36,2484.25,2.0,0.5,0.05,0.0,23.33,0,0.024592618,Low Risk,Active Regular Customers,No immediate action
2520.03,17,1185.5416666666667,0.0,0.5555555555555555,3.61,131.67,16.25,0,0.0022357681,Low Risk,Occasional Flyers,No immediate action
4541.26,25,1496.5,0.0,0.3235294117647059,1.75,103.17,8.92,0,0.0031414395,Low Risk,Occasional Flyers,No immediate action
2842.03,40,4757.909090909091,0.0,2.193548387096774,10.49,-0.97,22.0,0,0.028565824,Low Risk,Active Regular Customers,No immediate action
4100.47,49,2707.0,0.0,-0.08928571428571433,0.46,1.3,16.92,0,0.0035440489,Low Risk,Active Regular Customers,No immediate action
8059.89,41,2958.5833333333335,0.0,0.06249999999999994,-0.0,0.0,4.25,0,0.0046362183,Low Risk,Active Regular Customers,No immediate action
2593.82,26,1574.2083333333333,0.0,0.41176470588235303,0.92,0.03,4.33,0,0.0053726397,Low Risk,Active Regular Customers,No immediate action
8547.59,38,2073.625,1.0,0.22727272727272727,0.17,116.67,23.0,0,0.005037631,Low Risk,Active Regular Customers,No immediate action
7919.83,28,2040.75,1.0,0.10526315789473678,-0.18,-0.99,6.67,0,0.0050870865,Low Risk,Active Regular Customers,No immediate action
5352.19,50,3456.9166666666665,0.0,0.11111111111111116,0.21,1.59,1.0,0,0.007539373,Low Risk,Active Regular Customers,No immediate action
14914.53,34,2255.0416666666665,0.0,0.8333333333333333,0.9,-0.95,15.0,0,0.001618358,Low Risk,Active Regular Customers,No immediate action
6947.84,5,412.2083333333333,22.0,-0.2173913043478261,-1.0,0.0,6.25,1,0.8514028,High Risk,Dormant Customers,30% bonus miles + reactivation email
8271.91,33,2553.0833333333335,1.0,-0.3617021276595745,-0.61,-0.96,4.92,0,0.0063872286,Low Risk,Active Regular Customers,No immediate action
4932.92,34,2007.5833333333333,5.0,-0.52,-0.87,3.32,24.33,1,0.12128888,Low Risk,Active Regular Customers,No immediate action
3744.58,1,79.25,1.0,0.16666666666666666,317.0,0.0,0.25,0,0.0071819597,Low Risk,Occasional Flyers,No immediate action
17817.46,34,2538.2916666666665,0.0,0.4615384615384614,0.98,-0.96,3.67,0,0.0019045044,Low Risk,Active Regular Customers,No immediate action
10097.69,65,4074.6666666666665,0.0,0.17187500000000003,-0.1,-0.98,46.92,0,0.005394649,Low Risk,Active Regular Customers,No immediate action
6537.05,32,4097.0,1.0,4.4,46.67,0.0,98.67,0,0.09957573,Low Risk,Champions / Premium Travelers,Exclusive loyalty rewards
4105.58,9,1470.3636363636363,1.0,0.7142857142857143,4.7,0.0,8.25,0,0.010584282,Low Risk,Occasional Flyers,No immediate action
2616.41,48,3439.9583333333335,0.0,-0.3389830508474576,-0.38,-0.96,40.67,0,0.0016867458,Low Risk,Active Regular Customers,No immediate action
7425.85,79,2552.5625,0.0,0.6119402985074627,1.01,-0.99,132.92,0,0.0028674463,Low Risk,Active Regular Customers,No immediate action
2551.23,45,2633.0,0.0,0.13999999999999999,0.09,-0.99,10.25,0,0.0008523356,Low Risk,Active Regular Customers,No immediate action
4177.7,25,1672.0416666666667,1.0,-0.23076923076923078,-0.58,-0.97,28.92,0,0.013250113,Low Risk,Active Regular Customers,No immediate action
2886.45,31,1577.0,1.0,0.8529411764705883,1.12,-0.97,8.25,0,0.010477532,Low Risk,Active Regular Customers,No immediate action
11154.68,9,618.3333333333334,1.0,1.5,2473.33,0.0,20.25,0,0.007289764,Low Risk,Occasional Flyers,No immediate action
4962.21,42,2495.2083333333335,0.0,-0.1176470588235294,-0.05,-0.98,14.33,0,0.0016397911,Low Risk,Active Regular Customers,No immediate action
8640.75,41,3188.25,1.0,0.23913043478260865,0.3,2.84,44.25,0,0.021698993,Low Risk,Active Regular Customers,No immediate action
8954.84,40,2954.75,0.0,-0.16,-0.32,0.07,15.33,0,0.0033220379,Low Risk,Active Regular Customers,No immediate action
7434.68,34,2035.75,2.0,-0.2978723404255319,-0.55,-0.98,27.0,0,0.016867854,Low Risk,Active Regular Customers,No immediate action
12904.94,46,2782.875,2.0,0.03846153846153848,0.29,0.08,19.67,0,0.039306268,Low Risk,Active Regular Customers,No immediate action
4471.78,30,1418.3333333333333,0.0,0.5,1.59,0.0,72.33,0,0.0052505317,Low Risk,Active Regular Customers,No immediate action
5158.58,47,2556.4166666666665,0.0,0.34693877551020397,-0.02,1.86,14.92,0,0.0010437792,Low Risk,Active Regular Customers,No immediate action
4305.79,34,1781.0,0.0,0.4615384615384614,1.27,-0.99,3.0,0,0.0015029637,Low Risk,Active Regular Customers,No immediate action
22762.21,2,86.41666666666667,0.0,0.3333333333333333,345.67,0.0,1.0,0,0.0026731002,Low Risk,Occasional Flyers,No immediate action
2688.86,2,135.75,23.0,-0.09999999999999999,-0.99,0.0,1.0,1,0.88491946,High Risk,Dormant Customers,30% bonus miles + reactivation email
6183.11,22,1640.9583333333333,16.0,-0.55,-1.0,-0.98,16.33,1,0.77532077,Medium Risk,Dormant Customers,Double miles campaign
2315.09,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.45779398,Medium Risk,Occasional Flyers,Double miles campaign
7832.57,33,1669.8333333333333,1.0,-0.3617021276595745,-0.64,0.66,7.58,0,0.0048192157,Low Risk,Active Regular Customers,No immediate action
4567.87,34,2302.75,3.0,-0.52,-0.78,0.59,7.0,0,0.01884435,Low Risk,Active Regular Customers,No immediate action
8151.72,23,1237.75,0.0,1.2222222222222223,6.03,209.5,4.92,0,0.002788852,Low Risk,Occasional Flyers,No immediate action
6081.48,29,1868.9166666666667,0.0,-0.02500000000000001,0.43,-0.98,20.25,0,0.0020051845,Low Risk,Active Regular Customers,No immediate action
5218.97,21,1364.875,0.0,0.8214285714285714,3.04,89.0,1.58,0,0.0014551654,Low Risk,Occasional Flyers,No immediate action
7296.49,29,1683.8333333333333,0.0,0.07692307692307684,-0.49,2.56,14.92,0,0.0023923682,Low Risk,Active Regular Customers,No immediate action
2609.88,4,147.66666666666666,1.0,0.6666666666666666,590.67,0.0,4.0,0,0.0064285444,Low Risk,Occasional Flyers,No immediate action
9180.15,39,2908.0416666666665,0.0,0.10869565217391301,0.83,0.0,10.25,0,0.0049254196,Low Risk,Active Regular Customers,No immediate action
35984.1,15,940.7083333333334,2.0,0.5000000000000001,1.53,0.0,11.58,0,0.06990137,Low Risk,Occasional Flyers,No immediate action
24278.1,23,1436.75,10.0,-0.5609756097560975,-1.0,-0.98,20.92,1,0.84262294,High Risk,Dormant Customers,30% bonus miles + reactivation email
4949.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.61171925,Medium Risk,Occasional Flyers,Double miles campaign
9259.72,46,2333.5833333333335,2.0,-0.18181818181818177,-0.3,-0.99,39.0,0,0.009779789,Low Risk,Active Regular Customers,No immediate action
18370.57,9,462.2916666666667,0.0,1.2105263157894737,10.08,0.0,4.25,0,0.004696671,Low Risk,Occasional Flyers,No immediate action
3455.17,37,2515.875,0.0,-0.02173913043478262,0.06,0.0,6.92,0,0.0031358718,Low Risk,Active Regular Customers,No immediate action
13727.8,36,1830.25,0.0,0.2857142857142858,0.17,-0.97,17.33,0,0.001928619,Low Risk,Active Regular Customers,No immediate action
4838.98,19,1276.7916666666667,1.0,0.9615384615384616,2.74,0.0,8.25,0,0.00768536,Low Risk,Occasional Flyers,No immediate action
4655.21,31,1826.7083333333333,2.0,-0.07142857142857137,-0.63,-0.99,6.25,0,0.011094733,Low Risk,Active Regular Customers,No immediate action
13024.13,34,2165.0,0.0,-0.2173913043478261,-0.29,0.01,11.0,0,0.0021916076,Low Risk,Active Regular Customers,No immediate action
5050.83,23,1330.7916666666667,0.0,0.5483870967741936,1.06,-0.95,5.58,0,0.0029559503,Low Risk,Active Regular Customers,No immediate action
7610.2,15,1017.9166666666666,0.0,0.68,3.02,-0.99,1.58,0,0.003217206,Low Risk,Occasional Flyers,No immediate action
3494.15,6,336.5833333333333,2.0,0.0909090909090909,0.35,0.0,5.67,0,0.07571054,Low Risk,Occasional Flyers,No immediate action
3245.33,41,2648.9583333333335,0.0,0.06249999999999994,0.24,-0.99,40.92,0,0.0010176076,Low Risk,Active Regular Customers,No immediate action
7180.28,30,2210.1666666666665,0.0,0.1538461538461538,-0.21,0.0,17.0,0,0.002468948,Low Risk,Active Regular Customers,No immediate action
7048.38,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6793221,Medium Risk,Occasional Flyers,Double miles campaign
3230.58,15,758.9166666666666,0.0,2.5,3035.67,0.0,14.25,0,0.00959355,Low Risk,Occasional Flyers,No immediate action
5926.73,38,2557.8333333333335,1.0,0.04347826086956524,0.1,-0.99,17.0,0,0.0038210591,Low Risk,Active Regular Customers,No immediate action
5274.2,32,1878.625,0.0,-0.1818181818181818,-0.62,1.33,7.33,0,0.0022245222,Low Risk,Active Regular Customers,No immediate action
35850.6,5,328.875,0.0,0.8333333333333334,1315.5,0.0,2.25,0,0.0025527112,Low Risk,Occasional Flyers,No immediate action
5783.18,18,955.9166666666666,0.0,3.0,3823.67,0.0,21.67,0,0.008212544,Low Risk,Occasional Flyers,No immediate action
5737.23,36,2332.625,0.0,-0.4705882352941177,-0.74,1.64,35.33,0,0.000734952,Low Risk,Active Regular Customers,No immediate action
4282.95,4,371.5833333333333,0.0,0.6666666666666666,1486.33,228.17,2.0,0,0.0027495944,Low Risk,Occasional Flyers,No immediate action
4270.03,20,1259.2916666666667,0.0,3.3333333333333335,5037.17,0.0,15.33,0,0.008937122,Low Risk,Occasional Flyers,No immediate action
5380.9,7,366.6666666666667,1.0,0.42857142857142855,12.43,135.5,4.25,0,0.004244555,Low Risk,Occasional Flyers,No immediate action
4957.16,17,898.375,8.0,-0.4857142857142857,-1.0,0.0,9.58,1,0.9359453,High Risk,Dormant Customers,30% bonus miles + reactivation email
3688.11,45,2997.5,0.0,0.4042553191489361,0.8,-0.98,3.58,0,0.0031771183,Low Risk,Active Regular Customers,No immediate action
41787.9,30,1704.0416666666667,2.0,-0.3181818181818182,-0.74,-0.99,30.33,0,0.014941751,Low Risk,Active Regular Customers,No immediate action
8377.5,36,2005.2083333333333,0.0,0.09090909090909094,0.4,113.0,42.0,0,0.001210238,Low Risk,Active Regular Customers,No immediate action
5123.2,37,2434.25,0.0,-0.4117647058823529,-0.6,-0.98,30.92,0,0.002476796,Low Risk,Active Regular Customers,No immediate action
13869.93,37,2292.3333333333335,0.0,0.4634146341463416,1.13,184.5,38.25,0,0.0009757743,Low Risk,Active Regular Customers,No immediate action
3109.01,40,2520.7916666666665,0.0,1.0526315789473684,1.95,-0.97,11.33,0,0.0033377477,Low Risk,Active Regular Customers,No immediate action
3647.25,43,3354.0416666666665,0.0,0.1874999999999999,0.07,0.0,38.25,0,0.0033395563,Low Risk,Active Regular Customers,No immediate action
8028.18,49,3425.2083333333335,0.0,-0.01818181818181812,-0.27,-0.14,4.25,0,0.0034585225,Low Risk,Active Regular Customers,No immediate action
13117.52,36,2440.5,0.0,0.0,-0.17,-0.97,4.67,0,0.0028213528,Low Risk,Active Regular Customers,No immediate action
11003.02,38,2309.2916666666665,0.0,-0.27999999999999997,-0.09,-0.98,20.33,0,0.001586138,Low Risk,Active Regular Customers,No immediate action
5012.18,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.61171925,Medium Risk,Occasional Flyers,Double miles campaign
4883.81,43,2922.7083333333335,0.0,-0.27777777777777773,-0.66,-0.97,32.25,0,0.004408238,Low Risk,Active Regular Customers,No immediate action
15025.19,29,1346.8333333333333,1.0,-0.21428571428571427,0.12,119.0,16.25,0,0.0037118807,Low Risk,Active Regular Customers,No immediate action
2222.87,34,2138.0416666666665,2.0,0.046511627906976764,0.13,-0.96,11.0,0,0.021466944,Low Risk,Active Regular Customers,No immediate action
5049.69,29,1320.625,7.0,-0.6170212765957447,-1.0,-0.96,18.25,1,0.807685,High Risk,Active Regular Customers,Personalized route discount
2452.36,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5885664,Medium Risk,Occasional Flyers,Double miles campaign
12052.98,33,2423.2916666666665,1.0,-0.2,-0.23,2.18,7.58,0,0.0036914903,Low Risk,Active Regular Customers,No immediate action
12877.78,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6085993,Medium Risk,Occasional Flyers,Double miles campaign
2414.77,14,521.375,1.0,1.7,13.56,0.0,11.67,0,0.00914433,Low Risk,Occasional Flyers,No immediate action
2615.91,28,1545.7083333333333,0.0,0.8750000000000002,1.54,0.59,46.0,0,0.0026125347,Low Risk,Active Regular Customers,No immediate action
8834.32,3,164.75,1.0,0.5,659.0,0.0,0.92,0,0.0036341422,Low Risk,Occasional Flyers,No immediate action
3713.8,2,189.75,2.0,0.3333333333333333,759.0,0.0,1.0,0,0.016499344,Low Risk,Occasional Flyers,No immediate action
13295.6,5,358.5416666666667,20.0,-0.2173913043478261,-1.0,-0.99,3.58,1,0.9304756,High Risk,Dormant Customers,30% bonus miles + reactivation email
10484.92,11,725.8333333333334,18.0,-0.37931034482758624,-1.0,-0.97,4.25,1,0.9609546,High Risk,Dormant Customers,30% bonus miles + reactivation email
6446.71,81,11633.09090909091,1.0,0.5652173913043478,0.03,126.17,261.58,0,0.033524532,Low Risk,Champions / Premium Travelers,Exclusive loyalty rewards
9344.43,17,1114.2916666666667,0.0,0.10000000000000005,0.52,-0.97,17.58,0,0.010310908,Low Risk,Occasional Flyers,No immediate action
5113.9,30,1613.125,0.0,0.37837837837837834,1.31,4.12,35.67,0,0.0022918284,Low Risk,Active Regular Customers,No immediate action
4327.1,29,1342.1666666666667,0.0,-0.3023255813953488,-0.33,-0.97,6.25,0,0.0022803587,Low Risk,Active Regular Customers,No immediate action
8798.31,46,3054.2083333333335,1.0,-0.18181818181818177,-0.05,-0.99,19.0,0,0.0077050948,Low Risk,Active Regular Customers,No immediate action
2840.85,41,2246.5,4.0,-0.32075471698113206,-0.32,-0.96,42.92,0,0.05394189,Low Risk,Active Regular Customers,No immediate action
5534.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.61171925,Medium Risk,Occasional Flyers,Double miles campaign
9404.45,38,2386.375,5.0,-0.35294117647058826,-0.21,-0.99,46.33,0,0.10857673,Low Risk,Active Regular Customers,No immediate action
22332.44,39,2448.875,1.0,-0.21999999999999995,-0.78,0.55,24.25,0,0.0045118975,Low Risk,Active Regular Customers,No immediate action
4786.05,36,2203.9583333333335,0.0,0.7368421052631577,1.02,0.0,54.67,0,0.0030520295,Low Risk,Active Regular Customers,No immediate action
4770.55,65,9419.636363636364,0.0,1.6808510638297873,1.01,78.0,448.25,0,0.04649684,Low Risk,Champions / Premium Travelers,Exclusive loyalty rewards
9067.66,5,488.125,0.0,0.8333333333333334,1952.5,0.0,6.25,0,0.0050663785,Low Risk,Occasional Flyers,No immediate action
4935.19,11,838.125,11.0,-0.37931034482758624,-1.0,-0.96,11.58,1,0.95781946,High Risk,Dormant Customers,30% bonus miles + reactivation email
4013.95,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.61384726,Medium Risk,Occasional Flyers,Double miles campaign
7771.16,25,1518.6666666666667,2.0,0.3235294117647059,1.2,0.0,10.92,0,0.020522008,Low Risk,Active Regular Customers,No immediate action
5479.56,42,3308.3333333333335,2.0,0.7142857142857144,1.12,-0.97,33.67,0,0.060188327,Low Risk,Active Regular Customers,No immediate action
3086.72,16,1071.0833333333333,0.0,-0.12903225806451613,-0.48,-0.97,10.0,0,0.01767699,Low Risk,Occasional Flyers,No immediate action
6515.03,36,2113.1666666666665,1.0,0.7368421052631577,0.77,0.98,6.0,0,0.0048522456,Low Risk,Active Regular Customers,No immediate action
4908.21,8,685.125,2.0,1.3333333333333333,2740.5,0.0,11.33,0,0.036967274,Low Risk,Occasional Flyers,No immediate action
7639.67,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5989688,Medium Risk,Occasional Flyers,Double miles campaign
14260.91,27,1484.5833333333333,0.0,0.9354838709677419,3.49,-0.95,4.92,0,0.0036426645,Low Risk,Active Regular Customers,No immediate action
16473.17,28,1723.125,0.0,1.3793103448275863,3.46,0.0,22.0,0,0.008059212,Low Risk,Active Regular Customers,No immediate action
2004.35,29,1717.4583333333333,6.0,-0.6170212765957447,-1.0,-0.97,24.25,1,0.8097328,High Risk,Active Regular Customers,Personalized route discount
9032.37,55,4186.333333333333,0.0,0.38888888888888884,0.74,1.38,47.58,0,0.0042334185,Low Risk,Active Regular Customers,No immediate action
5278.65,44,2846.3333333333335,0.0,0.5333333333333334,0.58,1.59,16.67,0,0.0029323392,Low Risk,Active Regular Customers,No immediate action
44468.02,46,2915.9166666666665,0.0,0.46808510638297873,1.34,-0.98,11.0,0,0.0025111865,Low Risk,Active Regular Customers,No immediate action
8265.38,3,234.08333333333334,1.0,0.5,936.33,0.0,2.25,0,0.003596221,Low Risk,Occasional Flyers,No immediate action
13736.13,52,3744.0,3.0,0.07142857142857145,0.05,-0.98,28.67,0,0.11661008,Low Risk,Active Regular Customers,No immediate action
4053.37,29,1400.0833333333333,0.0,0.07692307692307684,-0.03,2.12,25.58,0,0.00092143536,Low Risk,Active Regular Customers,No immediate action
10839.51,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6085993,Medium Risk,Occasional Flyers,Double miles campaign
6819.23,31,1890.6666666666667,5.0,-0.4130434782608696,-0.7,-0.98,6.92,0,0.5083388,Medium Risk,Active Regular Customers,Double miles campaign
11516.41,19,1179.5833333333333,1.0,1.375,6.65,-0.96,14.25,0,0.006301799,Low Risk,Occasional Flyers,No immediate action
2974.31,37,2298.625,0.0,0.15909090909090906,-0.16,-0.99,16.25,0,0.0011624625,Low Risk,Active Regular Customers,No immediate action
7285.03,31,1891.2916666666667,1.0,0.9999999999999998,1.41,-0.99,18.25,0,0.00732919,Low Risk,Active Regular Customers,No immediate action
5350.21,1,94.25,21.0,-0.05263157894736842,-0.99,0.0,0.25,1,0.8911783,High Risk,Dormant Customers,30% bonus miles + reactivation email
6503.4,38,2206.7083333333335,0.0,0.5365853658536586,0.38,-0.97,48.33,0,0.0011098805,Low Risk,Active Regular Customers,No immediate action
10960.94,3,115.5,0.0,0.5,462.0,0.0,0.92,0,0.0023202223,Low Risk,Occasional Flyers,No immediate action
9031.21,42,2734.2916666666665,0.0,0.21276595744680843,0.4,0.0,23.0,0,0.0020631116,Low Risk,Active Regular Customers,No immediate action
12487.58,39,3040.5,0.0,0.6097560975609756,0.99,0.0,23.58,0,0.0030621588,Low Risk,Active Regular Customers,No immediate action
2227.07,25,1600.8333333333333,2.0,-0.325,-0.66,1.31,2.25,0,0.014560066,Low Risk,Active Regular Customers,No immediate action
5607.25,40,2617.0833333333335,0.0,-0.08163265306122452,-0.12,-0.99,10.0,0,0.00096786756,Low Risk,Active Regular Customers,No immediate action
2423.76,39,2509.5416666666665,0.0,-0.06250000000000001,-0.26,81.5,2.92,0,0.0009930435,Low Risk,Active Regular Customers,No immediate action
3883.4,36,1970.9583333333333,1.0,0.2857142857142858,0.69,104.83,18.0,0,0.0070510875,Low Risk,Active Regular Customers,No immediate action
14024.36,45,2621.5,1.0,-0.0943396226415094,0.11,1.66,22.92,0,0.00471156,Low Risk,Active Regular Customers,No immediate action
3486.7,39,2382.9583333333335,0.0,0.2,0.38,-0.98,18.92,0,0.0014399594,Low Risk,Active Regular Customers,No immediate action
2893.74,63,4853.454545454545,0.0,2.525,5.33,-0.98,161.58,0,0.044017766,Low Risk,Champions / Premium Travelers,Exclusive loyalty rewards
6862.87,36,2391.375,0.0,0.09090909090909094,0.73,155.0,4.67,0,0.0013328793,Low Risk,Active Regular Customers,No immediate action
13024.13,26,1726.8333333333333,0.0,-0.15384615384615385,-0.03,0.25,16.33,0,0.0020500245,Low Risk,Active Regular Customers,No immediate action
7432.2,27,1639.5,0.0,-0.17500000000000002,0.01,85.5,8.92,0,0.0020430058,Low Risk,Active Regular Customers,No immediate action
3975.32,44,3038.0833333333335,1.0,0.43478260869565216,0.02,0.0,14.0,0,0.010596758,Low Risk,Active Regular Customers,No immediate action
3000.44,23,1440.0,0.0,0.5483870967741936,1.92,96.17,23.58,0,0.0030749957,Low Risk,Occasional Flyers,No immediate action
7630.35,31,1991.4166666666667,4.0,-0.4130434782608696,-0.71,0.0,44.92,0,0.094484925,Low Risk,Active Regular Customers,No immediate action
23893.3,30,1901.625,0.0,0.6285714285714286,2.04,-0.96,16.33,0,0.001219241,Low Risk,Active Regular Customers,No immediate action
4165.25,39,2180.125,0.0,0.29545454545454536,0.65,0.0,28.92,0,0.0025928335,Low Risk,Active Regular Customers,No immediate action
2939.94,28,1595.9583333333333,0.0,0.45714285714285713,0.18,1.6,10.0,0,0.004907524,Low Risk,Active Regular Customers,No immediate action
4931.26,34,2043.1666666666667,0.0,0.24390243902439027,0.14,88.67,17.67,0,0.0015473755,Low Risk,Active Regular Customers,No immediate action
2628.47,32,1934.8333333333333,0.0,0.19999999999999998,0.46,1.67,22.67,0,0.0011562929,Low Risk,Active Regular Customers,No immediate action
2335.88,44,2938.625,0.0,0.3404255319148936,0.08,-0.96,3.33,0,0.001526963,Low Risk,Active Regular Customers,No immediate action
4347.16,39,1969.4166666666667,0.0,-0.06250000000000001,-0.48,-0.98,26.92,0,0.0019041299,Low Risk,Active Regular Customers,No immediate action
5757.44,2,111.66666666666667,0.0,0.3333333333333333,446.67,0.0,1.0,0,0.0024763236,Low Risk,Occasional Flyers,No immediate action
7556.51,35,2316.1666666666665,0.0,-0.0666666666666667,-0.34,-0.98,18.25,0,0.0017757296,Low Risk,Active Regular Customers,No immediate action
20096.89,25,1676.625,1.0,-0.325,-0.73,0.0,4.92,0,0.006464274,Low Risk,Active Regular Customers,No immediate action
14158.61,29,1829.5416666666667,2.0,-0.12195121951219508,0.26,160.33,30.92,0,0.011498812,Low Risk,Active Regular Customers,No immediate action
7809.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5989688,Medium Risk,Occasional Flyers,Double miles campaign
2417.76,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4995626,Medium Risk,Occasional Flyers,Double miles campaign
7980.49,21,1590.375,0.0,2.4285714285714284,18.19,97.83,16.92,0,0.0051327767,Low Risk,Occasional Flyers,No immediate action
2893.81,45,2553.625,2.0,-0.16666666666666666,-0.34,-0.98,15.58,0,0.01335489,Low Risk,Active Regular Customers,No immediate action
2484.75,26,1735.875,0.0,0.8387096774193546,1.76,-0.97,4.33,0,0.0017720786,Low Risk,Active Regular Customers,No immediate action
5764.65,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.631931,Medium Risk,Occasional Flyers,Double miles campaign
3580.08,35,2410.1666666666665,0.0,-0.0666666666666667,0.04,1.26,2.25,0,0.0023247402,Low Risk,Active Regular Customers,No immediate action
13352.56,62,9027.636363636364,0.0,5.923076923076923,13.64,219.5,267.67,0,0.008562224,Low Risk,Champions / Premium Travelers,Exclusive loyalty rewards
4334.06,37,2538.0,1.0,0.4634146341463416,1.54,0.0,54.25,0,0.014642869,Low Risk,Active Regular Customers,No immediate action
19393.21,16,1026.0,0.0,1.0000000000000002,5.66,75.17,0.67,0,0.0011771668,Low Risk,Occasional Flyers,No immediate action
4904.89,50,3335.875,0.0,-0.10526315789473682,-0.18,0.01,3.0,0,0.0056092087,Low Risk,Active Regular Customers,No immediate action
4787.47,39,2479.25,0.0,-0.1428571428571429,-0.26,-0.99,14.25,0,0.00093359617,Low Risk,Active Regular Customers,No immediate action
8400.79,34,2282.5416666666665,0.0,-0.04545454545454547,0.17,-0.96,29.67,0,0.0025997038,Low Risk,Active Regular Customers,No immediate action
2582.41,31,1857.6666666666667,0.0,0.3421052631578947,0.59,0.0,17.58,0,0.0044766325,Low Risk,Active Regular Customers,No immediate action
3886.65,26,1780.5416666666667,0.0,0.28571428571428575,1.2,0.0,9.0,0,0.003140505,Low Risk,Active Regular Customers,No immediate action
7706.03,45,2305.9166666666665,0.0,0.4042553191489361,1.12,97.5,24.25,0,0.0017666774,Low Risk,Active Regular Customers,No immediate action
6112.76,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6084303,Medium Risk,Occasional Flyers,Double miles campaign
